Record_ID,Material_ID,DOI,Source_File,Support,Support_Type,Amine_1_or_Additive_1,Amine_Type,MW_Mn_g_mol,Organic_Content_pct,N_Content_mmol_g,Amine_2_or_Additive_2,Amine_2_or_Additive_2_Type,Amine_3_or_Additive_3,Amine_3_or_Additive_3_Type,BET_Bare_Surface_Area_m2_g,Bare_Pore_Volume_cm3_g,Average_Bare_Pore_Diameter_nm,BET_Surface_Area_m2_g,Pore_Volume_cm3_g,Average_Pore_Diameter_nm,Relative_Humidity_pct,CO2_Concentration,CO2_Concentration_vol_pct,Flow_Rate,Flow_Rate_mL_min,Interfering_Gases,Adsorption_Temperature_C,CO2_Test_Method,CO2_Capacity,CO2_Capacity_mmol_g,Amine_Efficiency,Amine_Efficiency_mmol_mmol,Heat_of_Adsorption_kJ_mol,Time_to_Half_Saturation,Time_to_90_Saturation,Kinetic_name,Kinetic_label,Kinetic_values,Kinetic_units,Kinetic_percent_saturation,Desorption_Gas,Desorption_Temperature_C,Desorption_Time,Weight_Loss_Stability_pct,Capacity_Loss_Stability_pct,Cycle_1_name,Cycle_1_label,Cycle_1_values,Cycle_1_units,Cycle_1_max_cycle,Cycle_2_name,Cycle_2_label,Cycle_2_values,Cycle_2_units,Cycle_2_max_cycle,Model_Name,Prompt_Name
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_isotherm_303K,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,0.0,variable vol%,,100 cm³/min,100.0,,30.0,BTC,,,,,,9.58333333333333,30.5,TG Curve/ CO2 adsorption profile,q (mmol g⁻¹),"[[0.0, 1.45], [5.0, 1.9], [10.0, 2.2], [15.0, 2.4], [20.0, 2.55], [25.0, 2.65], [30.0, 2.75], [35.0, 2.8], [40.0, 2.85], [45.0, 2.9]]","vol%, mmol/g","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_isotherm_313K,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,0.0,variable vol%,,100 cm³/min,100.0,,40.0,BTC,,,,,,9.999999999999996,30.99999999999999,TG Curve/ CO2 adsorption profile,q (mmol g⁻¹),"[[0.0, 1.4], [5.0, 1.8], [10.0, 2.1], [15.0, 2.3], [20.0, 2.45], [25.0, 2.55], [30.0, 2.65], [35.0, 2.7], [40.0, 2.75], [45.0, 2.8]]","vol%, mmol/g","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_isotherm_323K,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,0.0,variable vol%,,100 cm³/min,100.0,,50.0,BTC,,,,,,10.625000000000002,31.500000000000032,TG Curve/ CO2 adsorption profile,q (mmol g⁻¹),"[[0.0, 1.35], [5.0, 1.7], [10.0, 2.0], [15.0, 2.2], [20.0, 2.35], [25.0, 2.45], [30.0, 2.55], [35.0, 2.6], [40.0, 2.65], [45.0, 2.7]]","vol%, mmol/g","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_isotherm_333K,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,0.0,variable vol%,,100 cm³/min,100.0,,60.0,BTC,,,,,,11.250000000000004,32.0,TG Curve/ CO2 adsorption profile,q (mmol g⁻¹),"[[0.0, 1.3], [5.0, 1.6], [10.0, 1.9], [15.0, 2.1], [20.0, 2.25], [25.0, 2.35], [30.0, 2.45], [35.0, 2.5], [40.0, 2.55], [45.0, 2.6]]","vol%, mmol/g","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_isotherm_353K,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,0.0,variable vol%,,100 cm³/min,100.0,,80.0,BTC,,,,,,11.875,32.5,TG Curve/ CO2 adsorption profile,q (mmol g⁻¹),"[[0.0, 1.25], [5.0, 1.5], [10.0, 1.8], [15.0, 2.0], [20.0, 2.15], [25.0, 2.25], [30.0, 2.35], [35.0, 2.4], [40.0, 2.45], [45.0, 2.5]]","vol%, mmol/g","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T393_VTSA_5kPa,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,0.0,,,,,,120.0,VTSA,,,,,43.8,4.0,9.428571428571429,TG Curve/ CO2 adsorption profile,desorption portion (%),"[[0, 0], [2, 25], [4, 50], [6, 70], [8, 85], [10, 92], [12, 96], [14, 98], [16, 99], [18, 100]]","min, %","['-', '-']",vacuum,120.0,10.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T393_VTSA_20kPa,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,0.0,,,,,,120.0,VTSA,,,,,,17.708333333333336,49.50000000000001,TG Curve/ CO2 adsorption profile,desorption portion (%),"[[0, 0], [10, 28], [20, 52], [30, 68], [40, 78], [50, 84], [60, 88], [70, 90], [80, 92], [90, 93]]","min, %","['-', '-']",vacuum,120.0,26.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
FS_PEI_33%_FS_33%PEI__T25_BTC_Dry,FS_PEI_33%,10.1021/la203895s,017.pdf-id_comprehensive_extraction.json,FS,Porous Silica Materials,PEI,Polymeric Amines,25000.0,33.0,7.674418604651163,0,,0,,329.0,0.908,11.03951367781155,79.9,1.057,52.91614518147684,0.0,420 ppm,0.042,335 mL/min,335.0,,25.0,BTC,52 mg/g,1.18,,,,18.23076923076923,20.85,Fixed-Bed Breakthrough Testing,CO₂ concentration (ppm),"[[0, 0], [5, 1], [10, 5], [15, 40], [18, 150], [20, 280], [22, 320], [25, 330], [30, 325], [45, 320]]","Time (h), CO₂ concentration (ppm)","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
FS_PEI_33%_FS_33%PEI__T25_BTC_Humid67%RH,FS_PEI_33%,10.1021/la203895s,017.pdf-id_comprehensive_extraction.json,FS,Porous Silica Materials,PEI,Polymeric Amines,25000.0,33.0,7.674418604651163,0,,0,,329.0,0.908,11.03951367781155,79.9,1.057,52.91614518147684,67.0,420 ppm,0.042,335 mL/min,335.0,,25.0,BTC,78 mg/g,1.77,,,,17.029411764705884,20.066666666666663,Fixed-Bed Breakthrough Testing,CO₂ concentration (ppm),"[[0, 0], [5, 3], [10, 10], [15, 80], [18, 250], [20, 350], [22, 380], [25, 390], [30, 385], [45, 380]]","Time (h), CO₂ concentration (ppm)","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
FS_PEI_50%_FS_50%PEI__T25_BTC_Dry,FS_PEI_50%,10.1021/la203895s,017.pdf-id_comprehensive_extraction.json,FS,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,329.0,0.908,11.03951367781155,27.2,0.401,58.970588235294116,0.0,420 ppm,0.042,335 mL/min,335.0,,25.0,BTC,75 mg/g,1.71,,,,10.5,17.6,Fixed-Bed Breakthrough Testing,CO₂ concentration (ppm),"[[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 40], [8, 120], [10, 200], [12, 280], [14, 340], [16, 380], [18, 400], [20, 410], [22, 420], [24, 430], [25, 440]]","Time (h), CO₂ concentration (ppm)","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
FS_PEI_50%_FS_50%PEI__T25_BTC_Humid67%RH,FS_PEI_50%,10.1021/la203895s,017.pdf-id_comprehensive_extraction.json,FS,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,329.0,0.908,11.03951367781155,27.2,0.401,58.970588235294116,67.0,420 ppm,0.042,335 mL/min,335.0,,25.0,BTC,62 mg/g,1.41,,,,15.75,19.442857142857143,Fixed-Bed Breakthrough Testing,CO₂ concentration (ppm),"[[0, 0], [5, 5], [10, 20], [15, 180], [18, 350], [20, 420], [22, 440], [25, 445], [30, 440], [45, 435]]","Time (h), CO₂ concentration (ppm)","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
FS_PEI_50%_FS_50%PEI__T25_BTC_Dry_Cycle1,FS_PEI_50%,10.1021/la203895s,017.pdf-id_comprehensive_extraction.json,FS,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,329.0,0.908,11.03951367781155,27.2,0.401,58.970588235294116,0.0,420 ppm,0.042,335 mL/min,335.0,,25.0,BTC,75 mg/g,1.71,,,,,,,,,,,AIR,85.0,3.0,,0.0,Cyclic CO2 profile,CO2 adsorption capacity (mg/g),"[[1, 75], [2, 74], [3, 73], [4, 75]]",,4.0,,,,,,qwen3-max,DAC_prompt_SCaSE
FS_PEI_50%_FS_50%PEI__T25_BTC_Dry_Cycle4,FS_PEI_50%,10.1021/la203895s,017.pdf-id_comprehensive_extraction.json,FS,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,329.0,0.908,11.03951367781155,27.2,0.401,58.970588235294116,0.0,420 ppm,0.042,335 mL/min,335.0,,25.0,BTC,75 mg/g,1.71,,,,,,,,,,,AIR,85.0,3.0,,0.0,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PAA_50%_SBA-15_50%PAA_T140_TGA_100%CO2,SBA-15_PAA_50%,10.1002/cctc.201701069,018.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PAA,Polymeric Amines,15000.0,50.0,11.627906976744187,0,,0,,950.0,1.31,5.515789473684211,3.6,0.01,11.11111111111111,0.0,100 vol%,100.0,100 mL/min,100.0,,140.0,TGA,88 mg/g,2.0,0.23 mol/mol,0.23,120.0,105.3846153846154,192.6744186046512,TG Curve/ CO2 adsorption profile,CO2 Cap. (mg-CO2/g-Sorb),"[[0, 0], [25, 3.1], [50, 8.6], [75, 15.2], [100, 22.4], [125, 28.9], [150, 34.7], [175, 39.8], [200, 44.1], [225, 47.6]]","s, mg/g","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PAA_50%_SBA-15_50%PAA_T140_BTC_15%CO2_4.5%O2_dry,SBA-15_PAA_50%,10.1002/cctc.201701069,018.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PAA,Polymeric Amines,15000.0,50.0,11.627906976744187,0,,0,,950.0,1.31,5.515789473684211,3.6,0.01,11.11111111111111,0.0,15 vol%,15.0,20 mL/min,20.0,O2,140.0,BTC,88 mg/g,2.0,,,,4.0,19.655172413793103,Fixed-Bed Breakthrough Testing,Outlet CO2 Conc. (%),"[[0, 0], [5, 0], [10, 0], [15, 0], [20, 14.5], [30, 14.8], [40, 14.9], [50, 14.95], [75, 15.0], [100, 15.0]]","min, %","['4 min', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PAA_50%_SBA-15_50%PAA_T140_BTC_15%CO2_4.5%O2_3%H2O,SBA-15_PAA_50%,10.1002/cctc.201701069,018.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PAA,Polymeric Amines,15000.0,50.0,11.627906976744187,0,,0,,950.0,1.31,5.515789473684211,3.6,0.01,11.11111111111111,0.0,15 vol%,15.0,20 mL/min,20.0,"O2, H2O",140.0,BTC,116.0 mg/g,2.64,,,,20.0,47.69230769230769,Fixed-Bed Breakthrough Testing,Outlet CO2 Conc. (%),"[[0, 0], [5, 0], [10, 0], [15, 0], [20, 0], [30, 10.2], [40, 12.5], [50, 13.8], [75, 14.7], [100, 15.0]]","min, %","['20 min', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PAA_50%_SBA-15_50%PAA_cycles_10_dry,SBA-15_PAA_50%,10.1002/cctc.201701069,018.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PAA,Polymeric Amines,15000.0,50.0,11.627906976744187,0,,0,,950.0,1.31,5.515789473684211,3.6,0.01,11.11111111111111,0.0,15 vol%,15.0,20 mL/min,20.0,O2,140.0,BTC,83.8 mg/g,1.91,,,,,,,,,,,N2,170.0,,,8.2,Cyclic CO2 profile,CO2 Cap. (mg-CO2/g-sorb),"[[1, 92], [2, 91], [3, 90], [4, 91], [5, 90], [6, 91], [7, 92], [8, 91], [9, 90], [10, 91]]",mg/g,10.0,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PAA_50%_SBA-15_50%PAA_cycles_10_humid,SBA-15_PAA_50%,10.1002/cctc.201701069,018.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PAA,Polymeric Amines,15000.0,50.0,11.627906976744187,0,,0,,950.0,1.31,5.515789473684211,3.6,0.01,11.11111111111111,0.0,15 vol%,15.0,20 mL/min,20.0,"O2, H2O",140.0,BTC,107 mg/g,2.43,,,,,,,,,,,N2,170.0,,,1.0,Cyclic CO2 profile,CO2 Cap. (mg-CO2/g-sorb),"[[1, 108], [2, 107], [3, 106], [4, 107], [5, 106], [6, 107], [7, 108], [8, 107], [9, 106], [10, 107]]",mg/g,10.0,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PAA_65%_SBA-15_65%PAA_T140_TGA_100%CO2,SBA-15_PAA_65%,10.1002/cctc.201701069,018.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PAA,Polymeric Amines,15000.0,65.0,15.116279069767442,0,,0,,950.0,1.31,5.515789473684211,1.5,0.002,5.333333333333333,0.0,100 vol%,100.0,100 mL/min,100.0,,140.0,TGA,109 mg/g,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PAA_75%_SBA-15_75%PAA_T140_TGA_100%CO2,SBA-15_PAA_75%,10.1002/cctc.201701069,018.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PAA,Polymeric Amines,15000.0,75.0,17.441860465116278,0,,0,,,,,,,,0.0,100 vol%,100.0,100 mL/min,100.0,,140.0,TGA,76.0 mg/g,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEI-I_50%_SBA-15_50%PEI-I_T75_TGA_100%CO2,SBA-15_PEI-I_50%,10.1002/cctc.201701069,018.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,423.0,50.0,11.627906976744187,0,,0,,950.0,1.31,5.515789473684211,34.0,0.09,10.588235294117647,0.0,100 vol%,100.0,100 mL/min,100.0,,75.0,TGA,120 mg/g,2.73,0.22 mol/mol,0.22,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEI-II_50%_SBA-15_50%PEI-II_T90_TGA_100%CO2,SBA-15_PEI-II_50%,10.1002/cctc.201701069,018.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,25000.0,50.0,11.627906976744187,0,,0,,950.0,1.31,5.515789473684211,25.0,0.06,9.6,0.0,100 vol%,100.0,100 mL/min,100.0,,90.0,TGA,87 mg/g,1.98,0.21 mol/mol,0.21,77.0,62.87313432835821,155.94594594594594,TG Curve/ CO2 adsorption profile,CO2 Cap. (mg-CO2/g-Sorb),"[[0, 0], [25, 12.3], [50, 28.7], [75, 42.1], [100, 51.8], [125, 58.4], [150, 63.2], [175, 66.9], [200, 69.5], [225, 71.2]]","s, mg/g","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PAA_40%_SBA-15_40%PAA_T140_TGA_100%CO2,SBA-15_PAA_40%,10.1002/cctc.201701069,018.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PAA,Polymeric Amines,15000.0,40.0,9.30232558139535,0,,0,,,,,,,,0.0,100 vol%,100.0,100 mL/min,100.0,,140.0,TGA,67 mg/g,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_50%PAA_HT260h_SBA-15_40%PAA_HT260h_T140_TGA_100%CO2,SBA-15_50%PAA_HT260h,10.1002/cctc.201701069,018.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PAA,Polymeric Amines,15000.0,40.0,9.30232558139535,0,,0,,,,,,,,0.0,100 vol%,100.0,100 mL/min,100.0,,140.0,TGA,50 mg/g,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_50%PEI-I_HT260h_SBA-15_28%PEI-I_HT260h_T75_TGA_100%CO2,SBA-15_50%PEI-I_HT260h,10.1002/cctc.201701069,018.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,423.0,28.0,6.511627906976744,0,,0,,,,,,,,0.0,100 vol%,100.0,100 mL/min,100.0,,75.0,TGA,2.2 mg/g,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_50%PEI-II_HT260h_SBA-15_37%PEI-II_HT260h_T75_TGA_100%CO2,SBA-15_50%PEI-II_HT260h,10.1002/cctc.201701069,018.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,25000.0,37.0,8.604651162790699,0,,0,,,,,,,,0.0,100 vol%,100.0,100 mL/min,100.0,,75.0,TGA,2.5 mg/g,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEI_50%_SBA-15_50%PEI__T100_BTC_60mLmin_CO2_1bar,SBA-15_PEI_50%,10.1016/j.seppur.2023.124346,019.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,600.0,50.16,11.665116279069768,0,,0,,492.6,1.35,8.81,4.93,0.02,15.37,0.0,100 %,100.0,60 mL/min,60.0,,100.0,BTC,182.11 mg/g,4.136,0.353 mmol/mmol,0.353,,1.488,5.0,TG Curve/ CO2 adsorption profile,CO2 uptake (mg/g),"[[0, 0], [2, 125], [5, 165], [8, 178], [10, 182], [15, 184], [20, 185], [30, 186], [45, 186], [60, 186]]","min, mg/g","['-', '5 min']",,,,,6.14,Cyclic CO2 profile,CO2 uptake (mg/g),"[[1, 182.11], [2, 181.77], [3, 181.73], [4, 181.69], [5, 181.65], [6, 181.61], [7, 181.57], [8, 181.53], [9, 181.49], [10, 181.45], [30, 170.93]]",mg/g,30.0,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEI_50%_SBA-15_50%PEI__T20_BTC_60mLmin_CO2_1bar,SBA-15_PEI_50%,10.1016/j.seppur.2023.124346,019.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,600.0,50.16,11.665116279069768,0,,0,,492.6,1.35,8.81,4.93,0.02,15.37,0.0,100 %,100.0,60 mL/min,60.0,,20.0,BTC,59.5 mg/g,1.351,,,,8.011811023622048,29.51923076923077,TG Curve/ CO2 adsorption profile,CO2 uptake (mg/g),"[[0, 0], [5, 22.1], [10, 34.8], [15, 42.3], [20, 47.6], [25, 51.2], [30, 53.8], [40, 56.9], [50, 58.7], [60, 59.5]]","min, mg/g","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEI_50%_SBA-15_50%PEI__T40_BTC_60mLmin_CO2_1bar,SBA-15_PEI_50%,10.1016/j.seppur.2023.124346,019.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,600.0,50.16,11.665116279069768,0,,0,,492.6,1.35,8.81,4.93,0.02,15.37,0.0,100 %,100.0,60 mL/min,60.0,,40.0,BTC,90.4 mg/g,2.053,,,,2.236641221374046,6.715384615384618,TG Curve/ CO2 adsorption profile,CO2 uptake (mg/g),"[[0, 0], [2, 42.1], [4, 68.3], [6, 79.5], [8, 84.7], [10, 87.2], [20, 89.6], [30, 90.1], [45, 90.3], [60, 90.4]]","min, mg/g","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEI_50%_SBA-15_50%PEI__T60_BTC_60mLmin_CO2_1bar,SBA-15_PEI_50%,10.1016/j.seppur.2023.124346,019.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,600.0,50.16,11.665116279069768,0,,0,,492.6,1.35,8.81,4.93,0.02,15.37,0.0,100 %,100.0,60 mL/min,60.0,,60.0,BTC,129 mg/g,2.93,,,,3.4625000000000004,10.785714285714285,TG Curve/ CO2 adsorption profile,CO2 uptake (mg/g),"[[0, 0], [2, 45], [5, 85], [10, 115], [15, 122], [20, 125], [30, 127], [40, 128], [50, 128.5], [60, 129]]","min, mg/g","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEI_50%_SBA-15_50%PEI__T80_BTC_60mLmin_CO2_1bar,SBA-15_PEI_50%,10.1016/j.seppur.2023.124346,019.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,600.0,50.16,11.665116279069768,0,,0,,492.6,1.35,8.81,4.93,0.02,15.37,0.0,100 %,100.0,60 mL/min,60.0,,80.0,BTC,163.8 mg/g,3.72,,,,1.9202813599062136,8.718446601941752,TG Curve/ CO2 adsorption profile,CO2 uptake (mg/g),"[[0, 0], [2, 85.3], [5, 132.1], [10, 152.7], [15, 158.4], [20, 160.9], [30, 162.5], [40, 163.2], [50, 163.6], [60, 163.8]]","min, mg/g","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEI_50%_SBA-15_50%PEI__T120_BTC_60mLmin_CO2_1bar,SBA-15_PEI_50%,10.1016/j.seppur.2023.124346,019.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEI,Polymeric Amines,600.0,50.16,11.665116279069768,0,,0,,492.6,1.35,8.81,4.93,0.02,15.37,0.0,100 %,100.0,60 mL/min,60.0,,120.0,BTC,152 mg/g,3.452,,,,2.55,7.76,TG Curve/ CO2 adsorption profile,CO2 uptake (mg/g),"[[0, 0], [2, 65], [4, 105], [6, 128], [8, 138], [10, 144], [15, 148], [20, 150], [30, 151], [60, 152]]","min, mg/g","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_bare_SBA-15_bare_400ppmCO2_N2_35C_TGA,SBA-15_bare,10.1021/jacs.7b00235,020.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,0,,,,,0,,0,,880.0,1.0,8.0,880.0,1.0,8.0,0.0,400 ppm,0.04,400 mL/min,400.0,,35.0,TGA,0 mmol/g,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TETA_10%_SBA-15_10%TETA__T35_TGA_400ppmCO2_N2,SBA-15_TETA_10%,10.1021/jacs.7b00235,020.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TETA,Small-Molecule Polyamines,146.23,12.0,2.7906976744186047,0,,0,,880.0,1.0,8.0,450.0,0.77,6.844444444444444,0.0,400 ppm,0.04,400 mL/min,400.0,,35.0,TGA,0.3 mmol/g,0.3,0.03 mmol/mmol,0.03,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TETA_20%_SBA-15_20%TETA__T35_TGA_400ppmCO2_N2,SBA-15_TETA_20%,10.1021/jacs.7b00235,020.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TETA,Small-Molecule Polyamines,146.23,22.0,5.116279069767442,0,,0,,880.0,1.0,8.0,400.0,0.78,7.8,0.0,400 ppm,0.04,400 mL/min,400.0,,35.0,TGA,0.6 mmol/g,0.6,0.06 mmol/mmol,0.06,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TETA_30%_SBA-15_30%TETA__T35_TGA_400ppmCO2_N2,SBA-15_TETA_30%,10.1021/jacs.7b00235,020.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TETA,Small-Molecule Polyamines,146.23,31.0,7.209302325581396,0,,0,,880.0,1.0,8.0,360.0,0.69,7.666666666666667,0.0,400 ppm,0.04,400 mL/min,400.0,,35.0,TGA,1.0 mmol/g,1.0,0.12 mmol/mmol,0.12,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TETA_40%_SBA-15_40%TETA__T35_TGA_400ppmCO2_N2,SBA-15_TETA_40%,10.1021/jacs.7b00235,020.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TETA,Small-Molecule Polyamines,146.23,41.0,9.534883720930234,0,,0,,880.0,1.0,8.0,210.0,0.39,7.428571428571429,0.0,400 ppm,0.04,400 mL/min,400.0,,35.0,TGA,1.5 mmol/g,1.5,0.15 mmol/mmol,0.15,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TPTA_10%_SBA-15_10%TPTA__T35_TGA_400ppmCO2_N2,SBA-15_TPTA_10%,10.1021/jacs.7b00235,020.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TPTA,Small-Molecule Polyamines,188.33,13.0,3.0232558139534884,0,,0,,880.0,1.0,8.0,470.0,0.86,7.319148936170213,0.0,400 ppm,0.04,400 mL/min,400.0,,35.0,TGA,0.5 mmol/g,0.5,0.16 mmol/mmol,0.16,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TPTA_20%_SBA-15_20%TPTA__T35_TGA_400ppmCO2_N2,SBA-15_TPTA_20%,10.1021/jacs.7b00235,020.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TPTA,Small-Molecule Polyamines,188.33,22.0,5.116279069767442,0,,0,,880.0,1.0,8.0,470.0,0.88,7.48936170212766,0.0,400 ppm,0.04,400 mL/min,400.0,,35.0,TGA,0.8 mmol/g,0.8,0.20 mmol/mmol,0.2,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
